id,category,q,a,sources,related_service,maintainer,language
bbr-009,bbr-pbl,Vilka BBR-krav gäller vid renovering?,"Kortfattat: det du *ändrar* ska uppfylla aktuell BBR. Orört får vara gammalt. Undantag: vid ""väsentlig ändring"" kan hela huset behöva uppfylla moderna krav.",BBR 1,,Zaragoza AB,sv
bbr-010,bbr-pbl,Vad är 'väsentlig ändring' enligt BBR?,"Ändring som väsentligt påverkar byggnadens säkerhet, hälsa eller energiprestanda. Ex: ändrad användning, stor tillbyggnad, komplett omdisponering. Utlöser striktare BBR-krav.",BBR 1,,Zaragoza AB,sv
energi-001,energideklaration,Vad är energideklaration?,"Dokument som redovisar byggnadens energianvändning. Obligatoriskt vid försäljning, uthyrning, och större renoveringar. Giltig i 10 år. Utförs av certifierad energiexpert.",Lag 2006:985,energideklaration,Zaragoza AB,sv
energi-002,energideklaration,När behövs energideklaration?,"Vid försäljning av hus, bostadsrätt, fritidshus, flerbostadshus. Vid uthyrning av lokaler. Vid omfattande renovering (nytt värmesystem, fasadisolering >25%).",Boverket,,Zaragoza AB,sv
energi-003,energideklaration,Vad kostar en energideklaration?,Villa: 4 000-8 000 SEK. Bostadsrätt: 2 000-4 000 SEK. Flerbostadshus: 15 000-50 000 SEK. Certifierad energiexpert utför.,Branschindex,,Zaragoza AB,sv
energi-004,energideklaration,Hur långt gäller en energideklaration?,"10 år från datum. Vid större åtgärder (ny värmekälla, omfattande isolering) rekommenderas ny deklaration för att visa förbättringen.",Boverket,,Zaragoza AB,sv
energi-005,energideklaration,Vad är energiklass?,Graderad skala A-G där A är bäst. Baserat på primärenergital. Moderna villor ofta C-E. Passivhus A-B. Äldre otätade hus G-F.,BBR 9,,Zaragoza AB,sv
energi-006,energideklaration,Måste jag åtgärda enligt deklarationen?,"Nej, deklarationen innehåller rekommendationer men är inte bindande. Men dokumenterar husets status vilket kan påverka försäljningspriset.",Lag 2006:985,,Zaragoza AB,sv
energi-007,energideklaration,Vad är primärenergital?,"Summa av all köpt energi × energiviktsfaktor, dividerat med uppvärmd area. Bra värde: <75 kWh/m²/år. Passivhus: <45. Mått för BBR energiprestanda.",BBR 9,,Zaragoza AB,sv
energi-008,energideklaration,Kan jag göra energideklarationen själv?,"Nej, endast certifierad energiexpert får utfärda lagstadgad deklaration. Sök Boverkets register för behöriga experter.",Boverket,,Zaragoza AB,sv
dispute-001,dispute,Vad gör jag vid tvist med byggfirma?,"Steg 1: skriftlig reklamation. Steg 2: ARN anmälan (konsument, gratis, bindande). Steg 3: tingsrätt. Hemförsäkring kan täcka rättsskydd. Zaragoza AB är medlem i Byggföretagens tvistlösning.",ARN; Konsumentverket,,Zaragoza AB,sv
dispute-002,dispute,Vad är ARN?,Allmänna reklamationsnämnden. Gratis tvistlösning för konsumenter. Beslut är rådgivande men följs i 80% av fallen. Snabb (ca 6 månader). Ingen advokat krävs.,ARN,,Zaragoza AB,sv
dispute-003,dispute,Kan jag få rättsskydd från hemförsäkring?,"Ja, de flesta hemförsäkringar inkluderar rättsskydd 100 000-300 000 SEK. Gäller vid tvist om byggprojekt på egen bostad. Självrisk 25%.",Försäkringsbranschen,,Zaragoza AB,sv
dispute-004,dispute,Vad är förlikning?,Överenskommelse där parterna kompromissar utan dom. Snabbare och billigare än rättegång. Advokat eller medlare kan hjälpa. Förlikningen är bindande när skriven och signerad.,Rättegångsbalken,,Zaragoza AB,sv
dispute-005,dispute,Hur länge har jag på mig att reklamera?,"Enligt konsumenttjänstlagen: ""inom skälig tid"" efter upptäckt, senast 3 år efter arbetet slutfördes. Dolda fel enligt ABS18: 10 år efter slutbesiktning.",Konsumenttjänstlagen; ABS18,,Zaragoza AB,sv
dispute-006,dispute,Kan jag kräva skadestånd?,"Ja, om du kan bevisa ekonomisk skada till följd av felet (t.ex. sekundärskador från vattenläcka). Skadeståndslagen och avtalet styr omfattningen.",Skadeståndslagen,,Zaragoza AB,sv
dispute-007,dispute,Vad kostar det att driva byggtvist i domstol?,Ansökningsavgift: 900-2 800 SEK. Advokat: 2 500-4 000 SEK/timme. Rättegång: oftast 50 000-200 000 SEK i advokatkostnad. Förlorande part betalar vinnandes kostnader.,Tingsrätten,,Zaragoza AB,sv
dispute-008,dispute,Vad är konsumenttjänstlagen?,"SFS 1985:716. Skyddar konsumenter som köper tjänster (inklusive byggtjänster). Krav på fackmässighet, information, reklamationsrätt. Gäller när privatperson anlitar näringsidkare.",Konsumenttjänstlagen,,Zaragoza AB,sv
dispute-009,dispute,Kan Zaragoza AB medla i tvist?,Zaragoza AB arbetar endast med egna projekt men vi hänvisar till Byggföretagens tvistlösning eller ARN vid konflikt. Professionell dialog och dokumentation minimerar tvister redan från start.,Zaragoza AB policy,projektkommunikation,Zaragoza AB,sv
bbr-pbl-011,bbr-pbl,Vad reglerar BBR?,"Boverkets byggregler (BBR) är föreskrifter och allmänna råd som kompletterar PBL och PBF. BBR reglerar tekniska egenskapskrav på byggnader: bärförmåga, brandskydd, hygien, energihushållning, bullerskydd, säkerhet vid användning samt tillgänglighet. BBR gäller vid ny- och ombyggnad och är bindande när bygglov eller startbesked krävs. Senaste utgåvan är BBR 29 (BFS 2011:6 med ändringar).",BBR (BFS 2011:6); PBL 8 kap. 4 §,,Zaragoza AB,sv
bbr-pbl-012,bbr-pbl,Vad är skillnaden mellan PBL och PBF?,"PBL (Plan- och bygglagen, 2010:900) är ramlagen som beslutas av riksdagen och reglerar planläggning av mark och vatten samt byggande. PBF (Plan- och byggförordningen, 2011:338) är regeringens förordning som preciserar lagen. BBR är myndighetsföreskrifter från Boverket som konkretiserar kraven. Hierarkin är: PBL → PBF → BBR/EKS → kommunala detaljplaner.",PBL (2010:900); PBF (2011:338),,Zaragoza AB,sv
bbr-pbl-013,bbr-pbl,Vilka tillgänglighetskrav ställer BBR på bostäder?,"BBR kapitel 3 kräver att bostäder ska vara tillgängliga och användbara för personer med nedsatt rörelse- eller orienteringsförmåga. Entré ska nås utan trappsteg, dörröppningar ska ha fritt passagemått minst 0,80 m, hygienrum ska rymma rullstol (vändningsyta ca 1,30 m). För enbostadshus i två plan gäller krav på entréplan. Undantag finns för fritidshus.",BBR 3:1; PBL 8 kap. 1 §,,Zaragoza AB,sv
bbr-pbl-014,bbr-pbl,När krävs kontrollansvarig (KA) enligt PBL?,"Kontrollansvarig krävs vid de flesta bygg-, rivnings- och markåtgärder som kräver bygglov, rivningslov eller anmälan. Undantag finns för små åtgärder som friggebodar, små ändringar, och vissa skyltar. KA ska vara certifierad enligt PBL 10 kap. 9 § och vara självständig gentemot entreprenören. Byggherren utser KA och anmäler till byggnadsnämnden.",PBL 10 kap. 9-11 §§; PBF 7 kap.,kontrollansvarig-ka,Zaragoza AB,sv
bbr-pbl-015,bbr-pbl,Vad är ett startbesked?,"Startbesked är byggnadsnämndens beslut enligt PBL 10 kap. 3 § som måste finnas innan byggarbetet får påbörjas. Nämnden prövar om åtgärden kan antas uppfylla kraven i PBL, BBR och beslutet om bygglov. Att påbörja arbete utan startbesked kan ge byggsanktionsavgift enligt PBF 9 kap. Startbesked krävs även vid anmälanspliktiga åtgärder.",PBL 10 kap. 3 §; PBF 9 kap.,,Zaragoza AB,sv
bbr-pbl-016,bbr-pbl,Vad är ett slutbesked?,"Slutbesked enligt PBL 10 kap. 34 § utfärdas av byggnadsnämnden när byggherren visat att alla krav är uppfyllda enligt bygglov, startbesked och kontrollplan. Byggnaden får normalt inte tas i bruk innan slutbesked. Vid mindre brister kan interimistiskt slutbesked ges. Att ta byggnad i bruk utan slutbesked kan leda till byggsanktionsavgift.",PBL 10 kap. 34-37 §§,,Zaragoza AB,sv
bbr-pbl-017,bbr-pbl,Vilka brandskyddskrav ställer BBR på småhus?,"BBR kapitel 5 kräver brandvarnare i bostaden, brandcellsindelning mellan bostad och garage (EI 30), och säker utrymning via fönster eller dörr från varje våningsplan. Ytskikt i utrymningsvägar ska ha klass C-s2,d0. Skorstenar ska uppfylla avstånd till brännbart material. Radhus kräver brandcellsskiljande vägg REI 60 mellan lägenheter.",BBR 5:2; BBR 5:5,,Zaragoza AB,sv
bbr-pbl-018,bbr-pbl,Vad innebär energikraven i BBR?,"BBR kapitel 9 ställer krav på primärenergital (EP_pet) uttryckt i kWh/m² Atemp och år, samt klimatskalets genomsnittliga värmegenomgångskoefficient (U_m). För småhus är gränsvärdet 95 kWh/m²/år vid elvärme. Kraven skärps stegvis och verifieras via energiberäkning innan startbesked och mätning inom 24 månader efter ibruktagande.",BBR 9:2; BBR 9:92,,Zaragoza AB,sv
bbr-pbl-019,bbr-pbl,Vad är EKS och när tillämpas den?,"EKS (Boverkets konstruktionsregler, BFS 2011:10) är föreskrifter om tillämpning av europeiska konstruktionsstandarder (Eurokoderna). EKS gäller vid dimensionering av bärande konstruktioner i nybyggnad, tillbyggnad och ombyggnad som kräver bygglov eller anmälan. EKS hänvisar till snö-, vind- och seismiska laster anpassade till svenska förhållanden.",EKS (BFS 2011:10); PBL 8 kap. 4 §,,Zaragoza AB,sv
bbr-pbl-020,bbr-pbl,Vilka ljudkrav gäller för bostäder enligt BBR?,"BBR kapitel 7 kräver ljudklass C enligt SS 25267 för nya bostäder. Det innebär bl.a. luftljudsisolering R'w ≥ 53 dB mellan lägenheter, stegljudsnivå L'nT,w ≤ 56 dB och installationsbuller LpAeq ≤ 30 dB i sovrum. Högre klasser B eller A kan avtalas. Krav verifieras genom mätning eller projektering enligt standarden.",BBR 7:1; SS 25267,,Zaragoza AB,sv
bbr-pbl-021,bbr-pbl,Hur länge gäller ett bygglov?,Ett bygglov upphör enligt PBL 9 kap. 43 § om åtgärden inte påbörjats inom två år och avslutats inom fem år från det att beslutet vann laga kraft. Påbörjande kräver normalt att startbesked finns och grundläggningsarbete inletts. Tidsbegränsade bygglov kan ges upp till 15 år enligt PBL 9 kap. 33 §.,PBL 9 kap. 43 §; PBL 9 kap. 33 §,,Zaragoza AB,sv
bbr-pbl-022,bbr-pbl,Vad är en kontrollplan?,"Kontrollplanen är ett dokument enligt PBL 10 kap. 6 § som beskriver vilka kontroller som ska göras, av vem, mot vad (t.ex. BBR-avsnitt) och när. Byggherren ansvarar för att kontrollplan upprättas, oftast tillsammans med KA. Den fastställs av byggnadsnämnden vid startbesked och ska vara avprickad och undertecknad inför slutbesked.",PBL 10 kap. 6-8 §§,kontrollplan-framtagning,Zaragoza AB,sv
bbr-pbl-023,bbr-pbl,Vad är byggsanktionsavgift?,"Byggsanktionsavgift är en administrativ avgift enligt PBL 11 kap. 51 § som byggnadsnämnden tar ut när någon bryter mot PBL, t.ex. bygger utan lov, startar utan startbesked eller tar byggnad i bruk utan slutbesked. Avgiftens storlek regleras i PBF 9 kap. och baseras på prisbasbelopp och åtgärdens omfattning. Avgiften kan halveras om rättelse sker.",PBL 11 kap. 51-63 §§; PBF 9 kap.,,Zaragoza AB,sv
bbr-pbl-024,bbr-pbl,Vad krävs för att bygga ett Attefallshus enligt PBL?,"Attefallshus (komplementbostadshus) är bygglovsbefriat enligt PBL 9 kap. 4a § men kräver anmälan till byggnadsnämnden och startbesked. Max 30 m² byggnadsarea, högst 4,0 m nockhöjd, minst 4,5 m till tomtgräns (eller grannens medgivande). Måste uppfylla BBR:s krav inkl. tillgänglighet om det används som bostad. Slutbesked krävs före inflyttning.",PBL 9 kap. 4a §; BBR 3:1,attefallshus-projektering,Zaragoza AB,sv
bbr-pbl-025,bbr-pbl,Vad är skillnaden mellan ombyggnad och ändring enligt PBL?,"Enligt PBL 1 kap. 4 § är ombyggnad en genomgripande förändring som innebär att byggnaden förnyas påtagligt eller att den får väsentligt annan användning. Ändring är ett vidare begrepp som omfattar alla åtgärder som förändrar en byggnads utseende eller konstruktion. Vid ombyggnad gäller normalt BBR:s krav för hela den ändrade delen, medan ändring ofta tillåter lägre krav om det är varsamhetskrav enligt PBL 8 kap. 17 §.",PBL 1 kap. 4 §; PBL 8 kap. 17 §,,Zaragoza AB,sv
arbetsmiljo-011,arbetsmiljo,Vad är AFS 1999:3?,"AFS 1999:3 är Arbetsmiljöverkets föreskrifter om byggnads- och anläggningsarbete. Den reglerar byggarbetsmiljösamordnare (BAS-P för projektering och BAS-U för utförande), arbetsmiljöplan, förhandsanmälan till Arbetsmiljöverket vid större projekt samt ansvar för byggherre, projektör och entreprenör. Grundläggande föreskrift för all byggverksamhet i Sverige.",AFS 1999:3; Arbetsmiljölagen 3 kap.,,Zaragoza AB,sv
arbetsmiljo-012,arbetsmiljo,När krävs arbetsmiljöplan på en byggarbetsplats?,"Arbetsmiljöplan krävs enligt AFS 1999:3 § 8 när förhandsanmälan ska lämnas (arbetet pågår mer än 30 arbetsdagar med fler än 20 personer samtidigt, eller mer än 500 persondagar), eller när arbetet innefattar särskilt riskfyllda moment som takarbete över 2 m, arbete i schakt djupare än 2 m, asbest eller tunga lyft. BAS-P upprättar planen, BAS-U håller den uppdaterad.",AFS 1999:3 § 8; Bilaga A,arbetsmiljoplan,Zaragoza AB,sv
arbetsmiljo-013,arbetsmiljo,Vad är BAS-P och BAS-U?,"BAS-P (Byggarbetsmiljösamordnare för planering och projektering) ansvarar för arbetsmiljöfrågor under projekteringen. BAS-U (för utförande) samordnar arbetsmiljön på plats under byggskedet. Båda utses skriftligt av byggherren enligt AFS 1999:3 § 6. Byggherren ansvarar för att samordnarna har rätt kompetens, erfarenhet och resurser. Dokumenterad utbildning krävs.",AFS 1999:3 § 6; Arbetsmiljölagen 3 kap. 7a §,bas-p-bas-u-uppdrag,Zaragoza AB,sv
arbetsmiljo-014,arbetsmiljo,När krävs förhandsanmälan till Arbetsmiljöverket?,"Förhandsanmälan enligt AFS 1999:3 § 7 krävs när byggprojekt beräknas pågå mer än 30 arbetsdagar och sysselsätta fler än 20 personer samtidigt, eller när arbetet omfattar mer än 500 persondagar. Byggherren ansvarar för anmälan, som sker via Arbetsmiljöverkets e-tjänst. Anmälan ska göras före byggstart och uppdateras vid förändringar.",AFS 1999:3 § 7; Arbetsmiljöverket,,Zaragoza AB,sv
arbetsmiljo-015,arbetsmiljo,Vilka regler gäller för arbete på tak?,"Takarbete över 2 meters höjd kräver fallskyddsåtgärder enligt AFS 1981:14 och AFS 1999:3. Alternativ omfattar räcken (minst 1,0 m höga), ställningar, fallskyddsnät eller personlig fallskyddsutrustning med förankring. Taksäkerhet ska planeras före arbetets start. Stege får endast användas för kortvarigt arbete. Arbetsmiljöplan krävs alltid vid takarbete över 2 m.",AFS 1981:14; AFS 1999:3 Bilaga A,taksakerhet,Zaragoza AB,sv
arbetsmiljo-016,arbetsmiljo,Vad kräver AFS för asbestarbete?,"Asbestarbete regleras av AFS 2006:1 och kräver tillstånd från Arbetsmiljöverket för rivning eller bearbetning. Personal ska ha genomgått särskild utbildning, använda andningsskydd lägst P3 och engångsoverall. Arbetsområdet ska avgränsas och undertryckvärvningas. Avfallet hanteras som farligt avfall. Asbestprov ska tas vid osäkerhet inför rivning av material från före 1982.",AFS 2006:1; Avfallsförordningen,asbestsanering,Zaragoza AB,sv
arbetsmiljo-017,arbetsmiljo,Vilka krav finns på byggställningar?,"Byggställningar regleras av AFS 2013:4. Ställningar över 2 meter ska projekteras, monteras av utbildad personal och kontrolleras före användning. Räcken ska ha överledare 1,0 m, mellanledare och fotlist. Utbildningskrav: allmän kunskap (upp till 9 m), särskild utbildning (över 9 m eller hängställningar). Ställningen märks med skylt med belastningsklass och monteringsansvarig.",AFS 2013:4; SS-EN 12811,,Zaragoza AB,sv
arbetsmiljo-018,arbetsmiljo,Får minderåriga arbeta på byggarbetsplats?,"Enligt AFS 2012:3 och Arbetsmiljölagen 5 kap. får ungdomar under 18 år inte utföra farligt arbete som takarbete över 2 m, arbete i schakt, asbesthantering eller arbete med tunga maskiner. 16-17-åringar får utföra lättare bygguppgifter under handledning. Under 16 år är arbete på byggarbetsplats i princip förbjudet, förutom lättare praktik inom skola.",AFS 2012:3; Arbetsmiljölagen 5 kap.,,Zaragoza AB,sv
arbetsmiljo-019,arbetsmiljo,Vad är ID06 och varför krävs det?,ID06 är ett branschsystem för elektronisk personalliggare och behörighetsstyrning på byggarbetsplatser. Varje arbetare har ett personligt ID06-kort kopplat till arbetsgivarens F-skatt och organisationsnummer. Systemet stöder Skatteverkets krav på personalliggare enligt Skatteförfarandelagen 39 kap. och underlättar kontroll av att underentreprenörer har F-skatt och arbetsgivaravgifter betalda.,Skatteförfarandelagen 39 kap.; Byggföretagen,id06-registrering,Zaragoza AB,sv
arbetsmiljo-020,arbetsmiljo,Vilket ansvar har byggherren för arbetsmiljön?,"Byggherren har enligt Arbetsmiljölagen 3 kap. 6 § och AFS 1999:3 ett övergripande ansvar för arbetsmiljön på byggarbetsplatsen. Detta omfattar att utse BAS-P och BAS-U, se till att arbetsmiljöplan finns, anmäla projektet vid behov och säkerställa att samordnarna har befogenheter och resurser. Ansvaret kan inte avtalas bort, men vissa arbetsuppgifter kan delegeras skriftligt.",Arbetsmiljölagen 3 kap. 6-7 §§; AFS 1999:3,,Zaragoza AB,sv
arbetsmiljo-021,arbetsmiljo,Vad gör man vid en arbetsplatsolycka på bygget?,"Vid allvarlig arbetsplatsolycka ska arbetsgivaren enligt Arbetsmiljölagen 3 kap. 3a § utan dröjsmål anmäla till Arbetsmiljöverket via anmalarbetsskada.se. Allvarlig olycka inkluderar dödsfall, svår personskada eller tillbud som kunde ha lett därtill. Olycksplatsen får inte röras innan Arbetsmiljöverket godkänt det. Försäkringskassan får också anmälan. Zaragoza AB har rutiner för incidentrapportering.",Arbetsmiljölagen 3 kap. 3a §; AFS 1977:1,,Zaragoza AB,sv
arbetsmiljo-022,arbetsmiljo,Vilka krav finns på personlig skyddsutrustning (PPE)?,"Enligt AFS 2001:3 ska arbetsgivaren kostnadsfritt tillhandahålla personlig skyddsutrustning som är lämplig för riskerna. På byggarbetsplatser är hjälm, skyddsskor S3, varseljacka klass 2 och skyddsglasögon grundutrustning. Hörselkåpor krävs vid buller över 80 dB(A). Arbetsgivaren ska utbilda i användning och underhåll. Skadad utrustning ska bytas omedelbart.",AFS 2001:3; AFS 2005:16,,Zaragoza AB,sv
arbetsmiljo-023,arbetsmiljo,Vad är ett skyddsombud och när krävs det?,"Skyddsombud utses enligt Arbetsmiljölagen 6 kap. av arbetstagarna (via facket) på arbetsplatser med minst 5 anställda. På byggarbetsplatser kan även regionala skyddsombud verka. Ombudet har rätt att delta i arbetsmiljöarbetet, få utbildning, stoppa farligt arbete enligt 6 kap. 7 § samt påkalla åtgärd hos arbetsgivare och Arbetsmiljöverket.",Arbetsmiljölagen 6 kap.; AFS 2001:1,,Zaragoza AB,sv
arbetsmiljo-024,arbetsmiljo,Vilka regler gäller för grävarbete och schakt?,"Schaktarbete regleras av AFS 1981:15 (ändrad genom AFS 2007:1). Schakt djupare än 1,25 m kräver släntning, spontning eller annan säkring mot ras. Över 2 m kräver alltid arbetsmiljöplan. Personer får inte vistas i schakt utan säkring. Ledningar ska kartläggas före grävning via Ledningskollen. Utrymningsvägar ska finnas var 30 m vid djupa schakt.",AFS 1981:15; AFS 1999:3 Bilaga A,,Zaragoza AB,sv
arbetsmiljo-025,arbetsmiljo,Vad gäller för ensamarbete på byggarbetsplats?,"Ensamarbete regleras av AFS 1982:3. Riskbedömning ska göras och särskilt farligt arbete (takarbete, arbete i schakt, heta arbeten) får inte utföras ensam. Larmsystem, regelbunden kontakt eller GPS-lösning kan krävas. För ungdomar under 18 år är ensamarbete med särskild risk förbjudet. Arbetsgivaren ska dokumentera rutiner för ensamarbete i den systematiska arbetsmiljöhanteringen.",AFS 1982:3; AFS 2001:1,,Zaragoza AB,sv
rot-016,rot-avdrag,Hur ansöker jag om ROT-avdrag?,Som privatperson behöver du inte ansöka själv. Entreprenören drar av 30 % av arbetskostnaden direkt på fakturan (fakturamodellen) och begär utbetalning från Skatteverket. Du betalar endast resterande 70 % av arbetet plus materialet. Skatteverket kontrollerar därefter mot din preliminära skatt i deklarationen. Fullständig ROT-avdragsbegäran sker via Skatteverkets e-tjänst av utföraren.,Inkomstskattelagen 67 kap.; Skatteverket,rot-faktura,Zaragoza AB,sv
rot-017,rot-avdrag,Vad är maxbeloppet för ROT-avdrag 2026?,Maxbeloppet för ROT-avdrag är 50 000 kr per person och år. Avdraget är 30 % av arbetskostnaden (ej material). För att nå maxtaket krävs därmed minst ca 166 667 kr i arbetskostnad. Gifta/sambo kan få 50 000 kr var = 100 000 kr per hushåll och år. ROT och RUT delar gemensamt tak om 75 000 kr per person.,Inkomstskattelagen 67 kap. 19 §; Skatteverket,,Zaragoza AB,sv
rot-018,rot-avdrag,Vilka arbeten ger rätt till ROT-avdrag?,"ROT gäller reparation, ombyggnad och tillbyggnad av bostad som du äger och bor i. Exempel: köksrenovering, badrumsrenovering, målning, el, VVS, takbyte, fasadåtgärder, installation av värmepump. Nybyggnad, trädgård, hushållsnära tjänster och material omfattas inte. Bostaden ska vara minst 5 år gammal (nyproduktion utesluten första fem åren).",Inkomstskattelagen 67 kap. 13a §; Skatteverket,,Zaragoza AB,sv
rot-019,rot-avdrag,Gäller ROT-avdrag för fritidshus?,"Ja, ROT-avdrag gäller för fritidshus som du äger, under förutsättning att arbetet uppfyller ROT-kraven i övrigt. Även bostadsrätt (inre underhåll) och ägarlägenheter omfattas. Hyresrätt ger inte ROT-avdrag eftersom du inte är ägare. Fritidshus på arrendetomt omfattas om du äger själva byggnaden.",Inkomstskattelagen 67 kap. 13a §; Skatteverket,,Zaragoza AB,sv
rot-020,rot-avdrag,Kan jag få ROT-avdrag för arbete hos min förälders hus?,"Ja, ROT-avdrag kan erhållas om du bekostar arbete i en bostad som ägs av en nära anhörig (förälder, barn, make/maka). Avdraget räknas dock mot ditt eget ROT-tak, inte ägarens. Arbetet ska vara ROT-berättigat i övrigt. Det är viktigt att fakturan ställs på den som betalar (dig) och att Skatteverket informeras om förhållandet om det efterfrågas.",Inkomstskattelagen 67 kap. 13a §; Skatteverket,,Zaragoza AB,sv
rot-021,rot-avdrag,Vad händer om ROT-avdraget blir för högt i deklarationen?,"Om det preliminärt utbetalda ROT-avdraget överstiger din skatt att betala för året, krävs du på mellanskillnaden i slutskattebesked. ROT kan inte vara större än din inkomstskatt. Detta kontrolleras i deklarationen året efter. Du bör därför hålla koll på totalbeloppet, särskilt om du kombinerar flera ROT-projekt samma år.",Inkomstskattelagen 67 kap.; Skatteverket,,Zaragoza AB,sv
rot-022,rot-avdrag,Kan ROT-avdrag användas för solceller?,"Från 2021 infördes ett särskilt Grönt ROT-avdrag (skattereduktion för grön teknik) för solceller (20 %), lagring av egenproducerad el (50 %) och laddboxar (50 %). Detta är separat från vanliga ROT och har eget tak på 50 000 kr/år. Vanligt ROT kan inte användas för solcellsinstallation men arbetstid för omdragning av tak kan i vissa fall kvalificera separat.",Inkomstskattelagen 67 kap. 27-33 §§; Skatteverket,solceller-gront-rot,Zaragoza AB,sv
rot-023,rot-avdrag,Vilka krav på faktura ställs för ROT-avdrag?,"Fakturan ska innehålla: utförarens namn, organisationsnummer och F-skattebevis, beställarens namn och personnummer, fastighetsbeteckning, specificerad arbets- respektive materialkostnad, ROT-avdragets storlek (30 % av arbetet), fakturadatum och förfallodag. Utan tydlig uppdelning arbete/material godkänner Skatteverket inte avdraget. Zaragoza AB utfärdar ROT-kompatibla fakturor vid alla privatuppdrag.",Skatteverket; Inkomstskattelagen 67 kap.,rot-faktura,Zaragoza AB,sv
rot-024,rot-avdrag,Får utländska byggfirmor ge ROT-avdrag?,"Ja, utländska företag utan fast driftställe i Sverige kan ge ROT-avdrag om de är registrerade för F-skatt (F-skatt efter anmälan enligt SFS 2011:1244) eller har motsvarande intyg från EU-land (A1-intyg och momsnummer). Beställaren bör alltid verifiera registrering via Skatteverkets e-tjänst. Vid tveksamhet riskerar kunden att behöva betala in avdraget själv.",Skatteverket; Inkomstskattelagen 67 kap.,verifiera-f-skatt,Zaragoza AB,sv
rot-025,rot-avdrag,Kan bostadsrättsförening få ROT-avdrag?,"Nej, juridiska personer som bostadsrättsföreningar kan inte få ROT-avdrag. ROT är en skattereduktion för fysiska personer enligt Inkomstskattelagen 67 kap. Enskilda bostadsrättsinnehavare kan dock få ROT för inre underhåll av sin lägenhet (t.ex. kök, badrum), under förutsättning att det ligger inom medlemmens underhållsansvar enligt föreningens stadgar.",Inkomstskattelagen 67 kap. 13 §; Bostadsrättslagen,,Zaragoza AB,sv
rot-026,rot-avdrag,Gäller ROT-avdrag för arbete i garage eller carport?,"ROT-avdrag gäller för arbete i komplementbyggnader om de tillhör bostaden och används för hushållets räkning, t.ex. garage, carport, gäststuga, bastu. Fristående byggnader måste ligga på samma fastighet som bostaden. Ren ekonomibyggnad eller byggnad som används i näringsverksamhet omfattas inte. Arbetet ska vara reparation, om- eller tillbyggnad.",Inkomstskattelagen 67 kap. 13a §; Skatteverket,,Zaragoza AB,sv
rot-027,rot-avdrag,Kan jag få ROT-avdrag retroaktivt?,"ROT-avdrag kan inte begäras retroaktivt av beställaren efter att faktura betalats utan avdrag. Utföraren måste göra avdraget på originalfakturan och begära utbetalning från Skatteverket inom 12 månader från fakturadatum. Om utföraren glömde och fakturan är betald, kan parterna normalt utfärda en ny kreditnota och ny faktura inom fristen, men det förutsätter frivillig medverkan.",Skatteverket; Inkomstskattelagen 67 kap.,,Zaragoza AB,sv
rot-028,rot-avdrag,Får jag ROT-avdrag om jag betalar kontant?,"Nej, för att ROT-avdrag ska medges krävs enligt Skatteverkets tolkning att betalning sker elektroniskt (bank, bankgiro, kort, Swish) så att betalningen kan spåras. Kontant betalning godtas normalt inte. Detta är en del av åtgärderna mot svartarbete. Fakturan ska ha referens och betalning ska kunna kopplas till fakturan i bokföringen.",Skatteverket; Bokföringslagen,,Zaragoza AB,sv
rot-029,rot-avdrag,Kan ROT-avdrag användas för markarbeten?,"Grävning och trädgårdsarbete ger normalt inte ROT-avdrag. Undantag är markarbeten som är direkt nödvändiga för bostadens byggnadsarbete, t.ex. grävning för grund vid tillbyggnad, dränering runt husgrund eller återställning efter VA-reparation. Anläggning av trädgård, altan på plint eller poolbygge räknas inte som ROT. Vid tveksamhet bör frågan ställas till Skatteverket.",Skatteverket; Inkomstskattelagen 67 kap. 13a §,,Zaragoza AB,sv
rot-030,rot-avdrag,Vad gör jag om entreprenören inte lämnat ROT-avdrag på fakturan?,Kontakta entreprenören omgående och begär kreditnota plus ny faktura med ROT-avdraget specificerat. Entreprenören begär sedan utbetalning från Skatteverket inom 12 månader från fakturadatumet. Om företaget vägrar eller saknar F-skatt kan du inte få ROT retroaktivt. Dokumentera allt skriftligt. Zaragoza AB hjälper privatkunder med korrekta ROT-fakturor från första start.,Skatteverket; Inkomstskattelagen 67 kap.,rot-faktura,Zaragoza AB,sv
rut-009,rut-avdrag,Vad är RUT-avdrag?,"RUT-avdrag är en skattereduktion på 50 % av arbetskostnaden för hushållsnära tjänster enligt Inkomstskattelagen 67 kap. Gäller t.ex. städning, tvätt, enklare trädgårdsskötsel, flyttjänster, barnpassning och IT-tjänster i hemmet. Maxtak är gemensamt med ROT på 75 000 kr per person och år (varav RUT ensamt max 75 000 kr). Utföraren drar av direkt på fakturan (fakturamodellen).",Inkomstskattelagen 67 kap. 13 §; Skatteverket,,Zaragoza AB,sv
rut-010,rut-avdrag,Ger flytthjälp rätt till RUT-avdrag?,"Ja, flyttjänster ger RUT-avdrag sedan 2016. Det omfattar packning, bärning, transport och uppackning i samband med flytt mellan bostäder i Sverige. Magasinering och transport till/från utlandet ingår inte. Arbetstiden dras av med 50 %, fordonskostnad och material räknas inte. Flyttfirman ska ha F-skatt och ställa fakturan korrekt.",Inkomstskattelagen 67 kap. 13 §; Skatteverket,,Zaragoza AB,sv
